WORKING MODEL TRIAL 7-1-1-4 circular foot(6 feet),,,,,,,,
7/13/21 18:51,,,,,,,,
Velocity of Center of Mass of Circle 1,,,,Total Force on Circle 1          ,,,,
t,Vx,Vy,|V|,,t,Fx,Fy,|F|
1.434,-11.770314,-3.720834,12.344428,-,1.434,-4.184805,-2.022076,4.647729
1.435,-11.851803,-3.760379,12.434053,-,1.435,-4.194135,-2.040421,4.664128
1.436,-11.933472,-3.800283,12.523974,-,1.436,-4.203482,-2.058954,4.680657
1.437,-12.015324,-3.840549,12.614192,-,1.437,-4.212844,-2.077674,4.697316
1.438,-12.097358,-3.881181,12.704709,-,1.438,-4.22222,-2.096584,4.714107
1.439,-12.179574,-3.922183,12.795528,-,1.439,-4.23161,-2.115686,4.73103
1.44,-12.261973,-3.963559,12.886651,-,1.44,-4.241012,-2.13498,4.748086
1.441,-12.344554,-4.005312,12.978079,-,1.441,-4.250425,-2.154469,4.765275
1.442,-12.427319,-4.047446,13.069816,-,1.442,-4.259848,-2.174153,4.782599
1.443,-12.510267,-4.089965,13.161861,-,1.443,-4.269281,-2.194035,4.800057
1.444,-12.593398,-4.132873,13.254219,-,1.444,-4.27872,-2.214117,4.817651
1.445,-12.676713,-4.176174,13.346891,-,1.445,-4.288166,-2.234399,4.835381
1.446,-12.760212,-4.219871,13.439878,-,1.446,-4.297618,-2.254883,4.853248
1.447,-12.843894,-4.263968,13.533183,-,1.447,-4.307073,-2.275571,4.871253
1.448,-12.92776,-4.308471,13.626808,-,1.448,-4.316531,-2.296465,4.889396
1.449,-13.01181,-4.353382,13.720756,-,1.449,-4.32599,-2.317567,4.907678
1.45,-13.096044,-4.398705,13.815027,-,1.45,-4.335449,-2.338877,4.9261
1.451,-13.180462,-4.444445,13.909625,-,1.451,-4.344907,-2.360397,4.944663
1.452,-13.265063,-4.490606,14.004551,-,1.452,-4.354362,-2.38213,4.963368
1.453,-13.349849,-4.537192,14.099807,-,1.453,-4.363814,-2.404077,4.982214
1.454,-13.434818,-4.584207,14.195396,-,1.454,-4.373259,-2.42624,5.001204
1.455,-13.51997,-4.631655,14.29132,-,1.455,-4.382698,-2.44862,5.020337
1.456,-13.605306,-4.679541,14.38758,-,1.456,-4.392129,-2.471219,5.039615
1.457,-13.690825,-4.727869,14.484178,-,1.457,-4.401549,-2.494039,5.059038
1.458,-13.776527,-4.776643,14.581118,-,1.458,-4.410959,-2.517082,5.078608
1.459,-13.862411,-4.825868,14.678401,-,1.459,-4.420355,-2.540349,5.098325
1.46,-13.948478,-4.875547,14.776028,-,1.46,-4.429737,-2.563843,5.118189
1.461,-14.034728,-4.925686,14.874003,-,1.461,-4.439103,-2.587564,5.138202
1.462,-14.121159,-4.976289,14.972327,-,1.462,-4.448451,-2.611515,5.158365
1.463,-14.207772,-5.02736,15.071003,-,1.463,-4.45778,-2.635698,5.178678
1.464,-14.294565,-5.078903,15.170032,-,1.464,-4.467088,-2.660114,5.199142
1.465,-14.38154,-5.130925,15.269416,-,1.465,-4.476373,-2.684765,5.219759
1.466,-14.468694,-5.183428,15.369159,-,1.466,-4.485634,-2.709654,5.240528
1.467,-14.556029,-5.236417,15.469261,-,1.467,-4.494869,-2.734782,5.261452
1.468,-14.643542,-5.289898,15.569725,-,1.468,-4.504075,-2.76015,5.28253
1.469,-14.731234,-5.343875,15.670554,-,1.469,-4.513252,-2.785761,5.303764
1.47,-14.819105,-5.398352,15.771749,-,1.47,-4.522397,-2.811617,5.325154
1.471,-14.907152,-5.453335,15.873312,-,1.471,-4.531509,-2.837719,5.346702
1.472,-14.995376,-5.508829,15.975247,-,1.472,-4.540585,-2.86407,5.368409
1.473,-15.083777,-5.564837,16.077554,-,1.473,-4.549624,-2.890671,5.390275
1.474,-15.172352,-5.621365,16.180235,-,1.474,-4.558624,-2.917524,5.412301
1.475,-15.261102,-5.678419,16.283294,-,1.475,-4.567582,-2.944632,5.434489
1.476,-15.350026,-5.736002,16.386733,-,1.476,-4.576497,-2.971996,5.456839
1.477,-15.439122,-5.79412,16.490553,-,1.477,-4.585367,-2.999618,5.479352
1.478,-15.52839,-5.852779,16.594756,-,1.478,-4.594189,-3.027501,5.50203
1.479,-15.61783,-5.911982,16.699345,-,1.479,-4.602961,-3.055645,5.524873
1.48,-15.707439,-5.971735,16.804323,-,1.48,-4.611682,-3.084054,5.547882
1.481,-15.797217,-6.032044,16.90969,-,1.481,-4.620348,-3.112729,5.571059
1.482,-15.887163,-6.092913,17.01545,-,1.482,-4.628958,-3.141672,5.594404
1.483,-15.977275,-6.154348,17.121604,-,1.483,-4.63751,-3.170885,5.617919
1.484,-16.067553,-6.216355,17.228155,-,1.484,-4.646,-3.200371,5.641604
1.485,-16.157996,-6.278937,17.335105,-,1.485,-4.654428,-3.230131,5.66546
1.486,-16.248601,-6.342101,17.442457,-,1.486,-4.662789,-3.260167,5.68949
1.487,-16.339369,-6.405852,17.550211,-,1.487,-4.671083,-3.290482,5.713693
1.488,-16.430296,-6.470196,17.658371,-,1.488,-4.679306,-3.321077,5.738071
1.489,-16.521383,-6.535138,17.766939,-,1.489,-4.687456,-3.351955,5.762625
1.49,-16.612627,-6.600683,17.875917,-,1.49,-4.69553,-3.383118,5.787356
1.491,-16.704028,-6.666838,17.985307,-,1.491,-4.703526,-3.414568,5.812265
1.492,-16.795583,-6.733607,18.095112,-,1.492,-4.711441,-3.446306,5.837354
1.493,-16.88729,-6.800997,18.205333,-,1.493,-4.719272,-3.478336,5.862623
1.494,-16.97915,-6.869012,18.315972,-,1.494,-4.727018,-3.510659,5.888074
1.495,-17.071158,-6.93766,18.427033,-,1.495,-4.734674,-3.543277,5.913708
1.496,-17.163315,-7.006944,18.538518,-,1.496,-4.742238,-3.576193,5.939527
1.497,-17.255617,-7.076872,18.650427,-,1.497,-4.749707,-3.609408,5.96553
1.498,-17.348063,-7.14745,18.762765,-,1.498,-4.757079,-3.642925,5.99172
1.499,-17.440652,-7.218682,18.875532,-,1.499,-4.764351,-3.676747,6.018098
1.5,-17.533381,-7.290576,18.988732,-,1.5,-4.771519,-3.710874,6.044665
1.501,-17.626248,-7.363136,19.102366,-,1.501,-4.77858,-3.74531,6.071422
1.502,-17.719251,-7.436369,19.216437,-,1.502,-4.785531,-3.780056,6.098371
1.503,-17.812388,-7.510282,19.330947,-,1.503,-4.79237,-3.815115,6.125513
1.504,-17.905657,-7.584879,19.445897,-,1.504,-4.799093,-3.850489,6.152849
1.505,-17.999054,-7.660168,19.561292,-,1.505,-4.805696,-3.88618,6.180381
1.506,-18.092579,-7.736155,19.677132,-,1.506,-4.812177,-3.92219,6.208109
1.507,-18.186229,-7.812845,19.79342,-,1.507,-4.818532,-3.958522,6.236036
1.508,-18.28,-7.890245,19.910158,-,1.508,-4.824758,-3.995178,6.264162
1.509,-18.373891,-7.968361,20.027348,-,1.509,-4.830851,-4.032159,6.29249
1.51,-18.467899,-8.0472,20.144993,-,1.51,-4.836807,-4.069469,6.321019
1.511,-18.562022,-8.126769,20.263095,-,1.511,-4.842625,-4.10711,6.349753
1.512,-18.656255,-8.207072,20.381656,-,1.512,-4.848298,-4.145083,6.378692
1.513,-18.750598,-8.288118,20.500678,-,1.513,-4.853825,-4.183391,6.407837
1.514,-18.845046,-8.369913,20.620165,-,1.514,-4.859201,-4.222036,6.43719
1.515,-18.939597,-8.452462,20.740117,-,1.515,-4.864422,-4.261021,6.466753
1.516,-19.034247,-8.535774,20.860537,-,1.516,-4.869485,-4.300347,6.496528
1.517,-19.128994,-8.619853,20.981428,-,1.517,-4.874386,-4.340017,6.526514
1.518,-19.223835,-8.704708,21.102791,-,1.518,-4.879121,-4.380033,6.556715
1.519,-19.318766,-8.790345,21.224629,-,1.519,-4.883685,-4.420398,6.587131
1.52,-19.413783,-8.876771,21.346945,-,1.52,-4.888075,-4.461113,6.617765
1.521,-19.508884,-8.963992,21.46974,-,1.521,-4.892287,-4.502182,6.648617
1.522,-19.604065,-9.052015,21.593016,-,1.522,-4.896316,-4.543605,6.67969
1.523,-19.699322,-9.140848,21.716777,-,1.523,-4.900159,-4.585386,6.710985
1.524,-19.794652,-9.230497,21.841024,-,1.524,-4.90381,-4.627526,6.742503
1.525,-19.89005,-9.32097,21.965759,-,1.525,-4.907265,-4.670028,6.774246
1.526,-19.985513,-9.412273,22.090985,-,1.526,-4.910521,-4.712894,6.806217
1.527,-20.081038,-9.504414,22.216704,-,1.527,-4.913571,-4.756127,6.838415
1.528,-20.176619,-9.597399,22.342919,-,1.528,-4.916413,-4.799728,6.870845
1.529,-14.586046,6.411209,15.93287,-,1.529,-0.000288,-19.842516,19.842516
1.53,-14.483535,6.3386,15.809827,-,1.53,-0.000283,-19.842508,19.842508
1.531,-14.381101,6.266604,15.687141,-,1.531,-0.000278,-19.842501,19.842501
1.532,-14.278746,6.195215,15.564809,-,1.532,-0.000272,-19.842494,19.842494
1.533,-14.176472,6.124428,15.44283,-,1.533,-0.000267,-19.842486,19.842486
1.534,-14.074281,6.054237,15.3212,-,1.534,-0.000262,-19.842479,19.842479
1.535,-13.972173,5.984635,15.199917,-,1.535,-0.000257,-19.842472,19.842472
1.536,-13.870151,5.915617,15.078979,-,1.536,-0.000253,-19.842465,19.842465
1.537,-13.768215,5.847176,14.958383,-,1.537,-0.000248,-19.842458,19.842458
1.538,-13.666368,5.779308,14.838127,-,1.538,-0.000243,-19.842451,19.842451
1.539,-13.56461,5.712006,14.718208,-,1.539,-0.000239,-19.842444,19.842444
1.54,-13.462942,5.645264,14.598624,-,1.54,-0.000234,-19.842437,19.842437
1.541,-13.361366,5.579077,14.479372,-,1.541,-0.00023,-19.84243,19.84243
1.542,-13.259883,5.51344,14.360449,-,1.542,-0.000225,-19.842423,19.842423
1.543,-13.158494,5.448345,14.241855,-,1.543,-0.000221,-19.842417,19.842417
1.544,-13.057199,5.383789,14.123585,-,1.544,-0.000217,-19.84241,19.84241
1.545,-12.956001,5.319765,14.005637,-,1.545,-0.000212,-19.842403,19.842403
1.546,-12.854899,5.256268,13.888009,-,1.546,-0.000208,-19.842397,19.842397
1.547,-12.753896,5.193293,13.770699,-,1.547,-0.000204,-19.842391,19.842391
1.548,-12.652991,5.130833,13.653703,-,1.548,-0.0002,-19.842384,19.842384
1.549,-12.552185,5.068884,13.537021,-,1.549,-0.000196,-19.842378,19.842378
1.55,-12.451479,5.00744,13.420648,-,1.55,-0.000192,-19.842372,19.842372
1.551,-12.350874,4.946496,13.304583,-,1.551,-0.000189,-19.842366,19.842366
1.552,-12.250371,4.886046,13.188823,-,1.552,-0.000185,-19.842359,19.842359
1.553,-12.14997,4.826086,13.073365,-,1.553,-0.000181,-19.842353,19.842353
1.554,-12.049672,4.76661,12.958208,-,1.554,-0.000177,-19.842347,19.842347
1.555,-11.949477,4.707612,12.843349,-,1.555,-0.000174,-19.842341,19.842342
1.556,-11.849386,4.649088,12.728785,-,1.556,-0.00017,-19.842336,19.842336
1.557,-11.749399,4.591032,12.614514,-,1.557,-0.000167,-19.84233,19.84233
1.558,-11.649517,4.53344,12.500533,-,1.558,-0.000163,-19.842324,19.842324
1.559,-11.54974,4.476307,12.386841,-,1.559,-0.00016,-19.842318,19.842318
1.56,-11.450069,4.419626,12.273434,-,1.56,-0.000157,-19.842313,19.842313
1.561,-11.350503,4.363394,12.16031,-,1.561,-0.000154,-19.842307,19.842307
1.562,-11.251044,4.307605,12.047466,-,1.562,-0.00015,-19.842302,19.842302
1.563,-11.151691,4.252254,11.934901,-,1.563,-0.000147,-19.842296,19.842296
1.564,-11.052444,4.197337,11.822612,-,1.564,-0.000144,-19.842291,19.842291
1.565,-10.953304,4.142849,11.710597,-,1.565,-0.000141,-19.842286,19.842286
1.566,-10.854272,4.088784,11.598852,-,1.566,-0.000138,-19.84228,19.84228
1.567,-10.755346,4.035138,11.487376,-,1.567,-0.000135,-19.842275,19.842275
1.568,-10.656527,3.981906,11.376166,-,1.568,-0.000132,-19.84227,19.84227
1.569,-10.557816,3.929084,11.265219,-,1.569,-0.000129,-19.842265,19.842265
1.57,-10.459211,3.876666,11.154534,-,1.57,-0.000126,-19.84226,19.84226
1.571,-10.360714,3.824648,11.044108,-,1.571,-0.000124,-19.842255,19.842255
1.572,-10.262324,3.773025,10.933939,-,1.572,-0.000121,-19.84225,19.84225
1.573,-10.164041,3.721794,10.824023,-,1.573,-0.000118,-19.842245,19.842245
1.574,-10.065866,3.670948,10.71436,-,1.574,-0.000116,-19.84224,19.84224
1.575,-9.967797,3.620483,10.604945,-,1.575,-0.000113,-19.842236,19.842236
1.576,-9.869834,3.570396,10.495778,-,1.576,-0.00011,-19.842231,19.842231
1.577,-9.771978,3.520681,10.386855,-,1.577,-0.000108,-19.842226,19.842226
1.578,-9.674229,3.471333,10.278174,-,1.578,-0.000105,-19.842222,19.842222
1.579,-9.576586,3.422349,10.169733,-,1.579,-0.000103,-19.842217,19.842217
1.58,-9.479048,3.373725,10.061529,-,1.58,-0.000101,-19.842213,19.842213
1.581,-9.381616,3.325454,9.95356,-,1.581,-0.000098,-19.842208,19.842208
1.582,-9.284289,3.277534,9.845824,-,1.582,-0.000096,-19.842204,19.842204
1.583,-9.187067,3.22996,9.738318,-,1.583,-0.000094,-19.8422,19.8422
1.584,-9.08995,3.182727,9.63104,-,1.584,-0.000091,-19.842195,19.842195
1.585,-8.992936,3.135832,9.523988,-,1.585,-0.000089,-19.842191,19.842191
1.586,-8.896027,3.089269,9.417159,-,1.586,-0.000087,-19.842187,19.842187
1.587,-8.79922,3.043036,9.31055,-,1.587,-0.000085,-19.842183,19.842183
1.588,-8.702517,2.997126,9.20416,-,1.588,-0.000083,-19.842179,19.842179
1.589,-8.605916,2.951537,9.097986,-,1.589,-0.000081,-19.842175,19.842175
1.59,-8.509416,2.906264,8.992026,-,1.59,-0.000079,-19.842171,19.842171
1.591,-8.413018,2.861303,8.886277,-,1.591,-0.000077,-19.842167,19.842167
1.592,-8.316721,2.816649,8.780738,-,1.592,-0.000075,-19.842163,19.842163
1.593,-8.220524,2.7723,8.675405,-,1.593,-0.000073,-19.842159,19.842159
1.594,-8.124426,2.72825,8.570277,-,1.594,-0.000071,-19.842156,19.842156
1.595,-8.028427,2.684495,8.465351,-,1.595,-0.000069,-19.842152,19.842152
1.596,-7.932527,2.641032,8.360624,-,1.596,-0.000067,-19.842148,19.842148
1.597,-7.836725,2.597857,8.256096,-,1.597,-0.000066,-19.842145,19.842145
1.598,-7.741019,2.554965,8.151762,-,1.598,-0.000064,-19.842141,19.842141
1.599,-7.64541,2.512353,8.047621,-,1.599,-0.000062,-19.842138,19.842138
1.6,-7.549897,2.470016,7.943671,-,1.6,-0.00006,-19.842134,19.842134
1.601,-7.454478,2.427951,7.83991,-,1.601,-0.000059,-19.842131,19.842131
1.602,-7.359154,2.386154,7.736334,-,1.602,-0.000057,-19.842127,19.842127
1.603,-7.263923,2.34462,7.632943,-,1.603,-0.000056,-19.842124,19.842124
1.604,-7.168784,2.303347,7.529733,-,1.604,-0.000054,-19.842121,19.842121
1.605,-7.073738,2.26233,7.426702,-,1.605,-0.000052,-19.842118,19.842118
1.606,-6.978782,2.221565,7.323848,-,1.606,-0.000051,-19.842114,19.842114
1.607,-6.883917,2.181049,7.22117,-,1.607,-0.000049,-19.842111,19.842111
1.608,-6.789141,2.140778,7.118664,-,1.608,-0.000048,-19.842108,19.842108
1.609,-6.694454,2.100748,7.016328,-,1.609,-0.000047,-19.842105,19.842105
1.61,-6.599854,2.060956,6.91416,-,1.61,-0.000045,-19.842102,19.842102
1.611,-6.505341,2.021396,6.812159,-,1.611,-0.000044,-19.842099,19.842099
1.612,-6.410914,1.982067,6.710321,-,1.612,-0.000042,-19.842096,19.842096
1.613,-6.316572,1.942964,6.608646,-,1.613,-0.000041,-19.842094,19.842094
1.614,-6.222314,1.904084,6.507129,-,1.614,-0.00004,-19.842091,19.842091
1.615,-6.128139,1.865423,6.40577,-,1.615,-0.000039,-19.842088,19.842088
1.616,-6.034046,1.826977,6.304566,-,1.616,-0.000037,-19.842085,19.842085
1.617,-5.940034,1.788743,6.203516,-,1.617,-0.000036,-19.842083,19.842083
1.618,-5.846103,1.750717,6.102616,-,1.618,-0.000035,-19.84208,19.84208
1.619,-5.75225,1.712895,6.001865,-,1.619,-0.000034,-19.842078,19.842078
1.62,-5.658476,1.675274,5.901262,-,1.62,-0.000033,-19.842075,19.842075
1.621,-5.564778,1.637851,5.800803,-,1.621,-0.000031,-19.842073,19.842073
1.622,-5.471157,1.600622,5.700487,-,1.622,-0.00003,-19.84207,19.84207
1.623,-5.377611,1.563583,5.600312,-,1.623,-0.000029,-19.842068,19.842068
1.624,-5.284139,1.526732,5.500276,-,1.624,-0.000028,-19.842065,19.842065
1.625,-5.190739,1.490063,5.400376,-,1.625,-0.000027,-19.842063,19.842063
1.626,-5.097412,1.453575,5.300612,-,1.626,-0.000026,-19.842061,19.842061
1.627,-5.004155,1.417263,5.200981,-,1.627,-0.000025,-19.842059,19.842059
1.628,-4.910968,1.381124,5.101481,-,1.628,-0.000024,-19.842056,19.842056
1.629,-4.817849,1.345155,5.002111,-,1.629,-0.000023,-19.842054,19.842054
1.63,-4.724798,1.309353,4.902869,-,1.63,-0.000022,-19.842052,19.842052
1.631,-4.631813,1.273713,4.803753,-,1.631,-0.000021,-19.84205,19.84205
1.632,-4.538893,1.238233,4.704761,-,1.632,-0.000021,-19.842048,19.842048
1.633,-4.446038,1.202909,4.605892,-,1.633,-0.00002,-19.842046,19.842046
1.634,-4.353245,1.167738,4.507144,-,1.634,-0.000019,-19.842044,19.842044
1.635,-4.260513,1.132716,4.408517,-,1.635,-0.000018,-19.842042,19.842042
1.636,-4.167842,1.09784,4.310007,-,1.636,-0.000017,-19.842041,19.842041
1.637,-4.075231,1.063107,4.211615,-,1.637,-0.000016,-19.842039,19.842039
1.638,-3.982677,1.028514,4.113339,-,1.638,-0.000016,-19.842037,19.842037
1.639,-3.890181,0.994057,4.015178,-,1.639,-0.000015,-19.842035,19.842035
1.64,-3.79774,0.959733,3.917131,-,1.64,-0.000014,-19.842034,19.842034
1.641,-3.705353,0.925539,3.819197,-,1.641,-0.000014,-19.842032,19.842032
1.642,-3.61302,0.891471,3.721375,-,1.642,-0.000013,-19.84203,19.84203
1.643,-3.520739,0.857526,3.623666,-,1.643,-0.000012,-19.842029,19.842029
1.644,-3.428508,0.823702,3.526068,-,1.644,-0.000012,-19.842027,19.842027
1.645,-3.336327,0.789994,3.428581,-,1.645,-0.000011,-19.842026,19.842026
1.646,-3.244195,0.756399,3.331207,-,1.646,-0.00001,-19.842025,19.842025
1.647,-3.152109,0.722915,3.233944,-,1.647,-0.00001,-19.842023,19.842023
1.648,-3.060069,0.689538,3.136795,-,1.648,-0.000009,-19.842022,19.842022
1.649,-2.968073,0.656265,3.039761,-,1.649,-0.000009,-19.842021,19.842021
1.65,-2.876121,0.623093,2.942842,-,1.65,-0.000008,-19.842019,19.842019
1.651,-2.784211,0.590018,2.846041,-,1.651,-0.000008,-19.842018,19.842018
1.652,-2.692341,0.557038,2.749362,-,1.652,-0.000007,-19.842017,19.842017
1.653,-2.600511,0.524149,2.652808,-,1.653,-0.000007,-19.842016,19.842016
1.654,-2.508718,0.491348,2.556382,-,1.654,-0.000006,-19.842015,19.842015
1.655,-2.416963,0.458632,2.460092,-,1.655,-0.000006,-19.842014,19.842014
1.656,-2.325242,0.425998,2.363943,-,1.656,-0.000005,-19.842013,19.842013
1.657,-2.233556,0.393442,2.267944,-,1.657,-0.000005,-19.842012,19.842012
1.658,-2.141903,0.360963,2.172106,-,1.658,-0.000004,-19.842011,19.842011
1.659,-2.050281,0.328555,2.07644,-,1.659,-0.000004,-19.84201,19.84201
1.66,-1.958689,0.296218,1.980962,-,1.66,-0.000004,-19.842009,19.842009
1.661,-1.867127,0.263946,1.885691,-,1.661,-0.000003,-19.842008,19.842008
1.662,-1.775591,0.231738,1.79065,-,1.662,-0.000003,-19.842007,19.842007
1.663,-1.684082,0.199589,1.695868,-,1.663,-0.000003,-19.842007,19.842007
1.664,-1.592597,0.167498,1.601381,-,1.664,-0.000002,-19.842006,19.842006
1.665,-1.501136,0.135461,1.507236,-,1.665,-0.000002,-19.842005,19.842005
1.666,-1.409697,0.103474,1.41349,-,1.666,-0.000002,-19.842005,19.842005
1.667,-1.318279,0.071536,1.320219,-,1.667,-0.000002,-19.842004,19.842004
1.668,-1.226881,0.039642,1.227521,-,1.668,-0.000001,-19.842003,19.842003
1.669,-1.1355,0.00779,1.135527,-,1.669,-0.000001,-19.842003,19.842003
1.67,-1.044136,-0.024024,1.044412,-,1.67,-0.000001,-19.842003,19.842003
1.671,-0.952787,-0.055802,0.95442,-,1.671,-8.73E-07,-19.842002,19.842002
1.672,-0.861453,-0.087548,0.86589,-,1.672,-7.14E-07,-19.842002,19.842002
1.673,-0.770131,-0.119264,0.779311,-,1.673,-5.70E-07,-19.842001,19.842001
1.674,-0.67882,-0.150954,0.695402,-,1.674,-4.43E-07,-19.842001,19.842001
1.675,-0.587519,-0.18262,0.615247,-,1.675,-3.32E-07,-19.842001,19.842001
1.676,-0.496227,-0.214266,0.54051,-,1.676,-2.37E-07,-19.842001,19.842001
1.677,-0.404942,-0.245895,0.473754,-,1.677,-1.58E-07,-19.842,19.842
1.678,-0.313663,-0.277509,0.418803,-,1.678,-9.45E-08,-19.842,19.842
1.679,-0.222388,-0.309113,0.380798,-,1.679,-4.75E-08,-19.842,19.842
1.68,-0.131116,-0.340708,0.365066,-,1.68,-1.65E-08,-19.842,19.842
1.681,-0.039846,-0.372298,0.374424,-,1.681,-1.53E-09,-19.842,19.842
1.682,0.051424,-0.403886,0.407146,-,1.682,-2.54E-09,-19.842,19.842
1.683,0.142694,-0.435475,0.458258,-,1.683,-1.96E-08,-19.842,19.842
1.684,0.233968,-0.467068,0.522392,-,1.684,-5.26E-08,-19.842,19.842
1.685,0.325245,-0.498668,0.59536,-,1.685,-1.02E-07,-19.842,19.842
1.686,0.416527,-0.530278,0.674306,-,1.686,-1.67E-07,-19.842,19.842
1.687,0.507816,-0.561901,0.75737,-,1.687,-2.48E-07,-19.842001,19.842001
1.688,0.599112,-0.59354,0.843342,-,1.688,-3.45E-07,-19.842001,19.842001
1.689,0.690418,-0.625199,0.931424,-,1.689,-4.58E-07,-19.842001,19.842001
1.69,0.781734,-0.656879,1.021077,-,1.69,-5.88E-07,-19.842001,19.842001
1.691,0.873063,-0.688585,1.11193,-,1.691,-7.33E-07,-19.842002,19.842002
1.692,0.964405,-0.720319,1.203718,-,1.692,-8.95E-07,-19.842002,19.842002
1.693,1.055761,-0.752085,1.29625,-,1.693,-0.000001,-19.842003,19.842003
1.694,1.147134,-0.783885,1.389385,-,1.694,-0.000001,-19.842003,19.842003
1.695,1.238524,-0.815722,1.483019,-,1.695,-0.000001,-19.842004,19.842004
1.696,1.329933,-0.8476,1.577069,-,1.696,-0.000002,-19.842004,19.842004
1.697,1.421362,-0.879522,1.671475,-,1.697,-0.000002,-19.842005,19.842005
1.698,1.512812,-0.91149,1.766187,-,1.698,-0.000002,-19.842005,19.842005
1.699,1.604286,-0.943508,1.861166,-,1.699,-0.000002,-19.842006,19.842006
1.7,1.695783,-0.975579,1.956383,-,1.7,-0.000003,-19.842007,19.842007
1.701,1.787306,-1.007706,2.051812,-,1.701,-0.000003,-19.842007,19.842007
1.702,1.878856,-1.039891,2.147434,-,1.702,-0.000003,-19.842008,19.842008
1.703,1.970434,-1.072139,2.243233,-,1.703,-0.000004,-19.842009,19.842009
1.704,2.062042,-1.104452,2.339195,-,1.704,-0.000004,-19.84201,19.84201
1.705,2.153681,-1.136833,2.435309,-,1.705,-0.000004,-19.842011,19.842011
1.706,2.245352,-1.169285,2.531567,-,1.706,-0.000005,-19.842012,19.842012
1.707,2.337056,-1.201812,2.627962,-,1.707,-0.000005,-19.842013,19.842013
1.708,2.428795,-1.234416,2.724487,-,1.708,-0.000006,-19.842014,19.842014
1.709,2.520571,-1.267101,2.821138,-,1.709,-0.000006,-19.842015,19.842015
1.71,2.612384,-1.29987,2.917912,-,1.71,-0.000007,-19.842016,19.842016
1.711,2.704235,-1.332725,3.014805,-,1.711,-0.000007,-19.842017,19.842017
1.712,2.796127,-1.365671,3.111814,-,1.712,-0.000008,-19.842018,19.842018
1.713,2.88806,-1.39871,3.208938,-,1.713,-0.000008,-19.842019,19.842019
1.714,2.980036,-1.431846,3.306176,-,1.714,-0.000009,-19.842021,19.842021
1.715,3.072056,-1.465081,3.403526,-,1.715,-0.000009,-19.842022,19.842022
1.716,3.164121,-1.498419,3.500989,-,1.716,-0.00001,-19.842023,19.842023
1.717,3.256233,-1.531862,3.598563,-,1.717,-0.00001,-19.842025,19.842025
1.718,3.348392,-1.565415,3.696249,-,1.718,-0.000011,-19.842026,19.842026
1.719,3.440601,-1.59908,3.794047,-,1.719,-0.000012,-19.842028,19.842028
1.72,3.532859,-1.632861,3.891957,-,1.72,-0.000012,-19.842029,19.842029
1.721,3.625169,-1.666761,3.989981,-,1.721,-0.000013,-19.842031,19.842031
1.722,3.717533,-1.700782,4.088118,-,1.722,-0.000014,-19.842032,19.842032
1.723,3.80995,-1.734929,4.18637,-,1.723,-0.000014,-19.842034,19.842034
1.724,3.902422,-1.769204,4.284738,-,1.724,-0.000015,-19.842036,19.842036
1.725,3.994951,-1.803611,4.383223,-,1.725,-0.000016,-19.842037,19.842037
1.726,4.087537,-1.838153,4.481826,-,1.726,-0.000017,-19.842039,19.842039
1.727,4.180183,-1.872833,4.580549,-,1.727,-0.000017,-19.842041,19.842041
1.728,4.272888,-1.907655,4.679393,-,1.728,-0.000018,-19.842043,19.842043
1.729,4.365655,-1.942621,4.77836,-,1.729,-0.000019,-19.842045,19.842045
1.73,4.458484,-1.977736,4.87745,-,1.73,-0.00002,-19.842046,19.842046
1.731,4.551377,-2.013003,4.976667,-,1.731,-0.000021,-19.842048,19.842048
1.732,4.644335,-2.048424,5.076011,-,1.732,-0.000022,-19.84205,19.84205
1.733,4.737359,-2.084004,5.175484,-,1.733,-0.000022,-19.842052,19.842052
1.734,4.830449,-2.119745,5.275089,-,1.734,-0.000023,-19.842055,19.842055
1.735,4.923608,-2.155651,5.374826,-,1.735,-0.000024,-19.842057,19.842057
1.736,5.016837,-2.191726,5.474698,-,1.736,-0.000025,-19.842059,19.842059
1.737,5.110136,-2.227973,5.574706,-,1.737,-0.000026,-19.842061,19.842061
1.738,5.203506,-2.264395,5.674853,-,1.738,-0.000027,-19.842063,19.842063
1.739,5.296949,-2.300995,5.775141,-,1.739,-0.000028,-19.842066,19.842066
1.74,5.390466,-2.337778,5.875571,-,1.74,-0.000029,-19.842068,19.842068
1.741,5.484058,-2.374746,5.976145,-,1.741,-0.00003,-19.84207,19.84207
1.742,5.577725,-2.411904,6.076866,-,1.742,-0.000032,-19.842073,19.842073
1.743,5.67147,-2.449254,6.177736,-,1.743,-0.000033,-19.842075,19.842075
1.744,5.765293,-2.4868,6.278756,-,1.744,-0.000034,-19.842078,19.842078
1.745,5.859194,-2.524545,6.379929,-,1.745,-0.000035,-19.84208,19.84208
1.746,5.953176,-2.562494,6.481256,-,1.746,-0.000036,-19.842083,19.842083
1.747,6.047239,-2.60065,6.582741,-,1.747,-0.000038,-19.842086,19.842086
1.748,6.141384,-2.639016,6.684385,-,1.748,-0.000039,-19.842088,19.842088
1.749,6.235612,-2.677597,6.78619,-,1.749,-0.00004,-19.842091,19.842091
1.75,6.329923,-2.716394,6.888159,-,1.75,-0.000041,-19.842094,19.842094
1.751,6.42432,-2.755413,6.990293,-,1.751,-0.000043,-19.842097,19.842097
1.752,6.518803,-2.794657,7.092595,-,1.752,-0.000044,-19.8421,19.8421
